Airport Code,Airport Name,CityName,Airport Country
RJBB,KANSAI INTL,OSAKA,JAPAN
RJBD,NANKI-SHIRAHAMA,NANKI-SHIRAHAMA,JAPAN
RJBH,HIROSHIMANISHI,HIROSHIMANISHI,JAPAN
RJCB,OBIHIRO,OBIHIRO,JAPAN
RJCC,NEW CHITOSE,SAPPORO,JAPAN
RJCH,HAKODATE AERO,HAKODATE,JAPAN
RJCK,KUSHIRO,KUSHIRO,JAPAN
RJCM,MEMANBETSU,MEMANBETSU,JAPAN
RJCN,NAKASHIBETSU,NAKASHIBETSU,JAPAN
RJCO,SAPPORO,SAPPORO,JAPAN
RJCW,WAKKANAI,WAKKANAI,JAPAN
RJDB,IKI,IKISHIMA,JAPAN
RJDC,YAMAGUCHI-UBE,UBE,JAPAN
RJDT,TSUSHIMA,TSUSHIMA,JAPAN
RJEB,MONBETSU,MONBETSU,JAPAN
RJEC,ASAHIKAWA,ASAHIKAWA,JAPAN
RJFC,YAKUSHIMA,YAKUSHIMA,JAPAN
RJFE,FUKUE,FUKUE,JAPAN
RJFF,FUKUOKA,FUKUOKA,JAPAN
RJFG,TANEGASHIMA,TANEGASHIMA,JAPAN
RJFK,KAGOSHIMA,KAGOSHIMA,JAPAN
RJFM,MIYAZAKI,MIYAZAKI,JAPAN
RJFO,OITA,OITA,JAPAN
RJFR,KITAKYUSHU,KITAKYUSHU,JAPAN
RJFT,KUMAMOTO,KUMAMOTO,JAPAN
RJFU,NAGASAKI,NAGASAKI,JAPAN
RJKA,AMAMI,AMAMI,JAPAN
RJKB,OKIERABU APT,OKIERABU I,JAPAN
RJKN,TOKUNOSHIMA,TOKUNOSHIMA,JAPAN
RJNK,KOMATSU,KOMATSU,JAPAN
RJNN,NAGOYA,NAGOYA,JAPAN
RJNO,OKI,OKI,JAPAN
RJNT,TOYAMA,TOYAMA,JAPAN
RJOA,HIROSHIMA,HIROSHIMA,JAPAN
RJOB,OKAYAMA,OKAYAMA,JAPAN
RJOC,IZUMO,IZUMO,JAPAN
RJOH,MIHO AERO,YONAGO,JAPAN
RJOK,KOCHI,KOCHI,JAPAN
RJOM,MATSUYAMA,MATSUYAMA,JAPAN
RJOO,OSAKA INTL,OSAKA,JAPAN
RJOR,TOTTORI,TOTTORI,JAPAN
RJOS,TOKUSHIMA,TOKUSHIMA,JAPAN
RJOT,TAKAMATSU,TAKAMATSU,JAPAN
RJOW,IWAMI,IWAMI,JAPAN
RJSA,AOMORI,AOMORI,JAPAN
RJSC,YAMAGATA,YAMAGATA,JAPAN
RJSF,FUKUSHIMA,FUKUSHIMA,JAPAN
RJSI,MORIOKA,MORIOKA,JAPAN
RJSK,AKITA,AKITA,JAPAN
RJSM,MISAWA AB,MISAWA,JAPAN
RJSN,NIIGATA,NIIGATA,JAPAN
RJSS,SENDAI,SENDAI,JAPAN
RJSY,SHONAI,SHONAI,JAPAN
RJTH,HACHIJOJIMA,HACHIJOJIMA,JAPAN
RJTO,OSHIMA,OSHIMA,JAPAN
RJTQ,MIYAKE,MIYAKEJIMA,JAPAN
RJTT,TOKYO (HANEDA) INTL,TOKYO,JAPAN
RKJB,,,"KOREA, REPUBLIC"
RKJJ,KWANGJU AERO,KWANGJU,"KOREA, REPUBLIC"
RKJK,KUNSAN AB,KUNSAN,"KOREA, REPUBLIC"
RKJM,MOKPO,MOKPO,"KOREA, REPUBLIC"
RKJY,YEOSU,YEOSU,"KOREA, REPUBLIC"
RKND,SOKCHO AERO,SOKCHO,"KOREA, REPUBLIC"
RKNN,KANGNUNG AERO,KANGNUNG,"KOREA, REPUBLIC"
RKNY,Yangyang Intl,Yangyang,"KOREA, REPUBLIC"
RKPC,Jeju Intl,Jeju,"KOREA, REPUBLIC"
RKPK,KIMHAE INTL,PUSAN,"KOREA, REPUBLIC"
RKPU,ULSAN,ULSAN,"KOREA, REPUBLIC"
RKSI,Incheon Intl,Seoul,"KOREA, REPUBLIC"
RKSS,Gimpo Intl,Seoul,"KOREA, REPUBLIC"
RKTH,POHANG AERO,POHANG,"KOREA, REPUBLIC"
RKTN,TAEGU AERO,TAEGU,"KOREA, REPUBLIC"
RMP,RAMPART,RAMPART,UNITED STATES
ROAH,NAHA,NAHA,JAPAN
ROIG,ISHIGAKI,ISHIGAKI I,JAPAN
ROKJ,KUMEJIMA APT,KUMEJIMA,JAPAN
ROMY,MIYAKO,MIYAKOJIMA,JAPAN
RORY,YORON APT,YORON,JAPAN
ROYN,YONAGUNI,YONAGUNI I,JAPAN
RPLB,SUBIC BAY INTL,SUBIC BAY,PHILIPPINES
RPLC,CLARK FIELD,LUZON ISLAND,PHILIPPINES
RPLI,LAOAG INTL,LAOAG,PHILIPPINES
RPLL,NINOY AQUINO INTL,MANILA,PHILIPPINES
RPLP,LEGASPI,LEGASPI,PHILIPPINES
RPLU,LUBANG,LUBANG,PHILIPPINES
RPMD,BANGOY INTL,DAVAO,PHILIPPINES
RPME,BUTUAN,BUTUAN,PHILIPPINES
RPMG,DIPOLOG,DIPOLOG,PHILIPPINES
RPMJ,JOLO,JOLO,PHILIPPINES
RPML,CAGAYAN DE ORO,CAGAYAN DE ORO,PHILIPPINES
RPMO,LABO,OZAMIS CITY,PHILIPPINES
RPMP,PAGADIAN,PAGADIAN,PHILIPPINES
RPMS,SURIGAO,SURIGAO,PHILIPPINES
RPMW,TANDAG,TANDAG,PHILIPPINES
RPMZ,ZAMBOANGA INTL,ZAMBOANGA,PHILIPPINES
RPUB,BAGUIO,BAGUIO,PHILIPPINES
RPUD,CAMARINES NORTE,DAET,PHILIPPINES
RPUH,SAN JOSE,SAN JOSE,PHILIPPINES
RPUN,NAGA,PILI,PHILIPPINES
RPUO,BASCO,BASCO,PHILIPPINES
RPUT,TUGUEGARAO,TUGUEGARAO,PHILIPPINES
RPUV,VIRAC,VIRAC,PHILIPPINES
RPUW,MARINDUQUE,MARINDUQUE,PHILIPPINES
RPVA,DANIEL Z ROMUALDEZ,TACLOBAN,PHILIPPINES
RPVB,BACOLOD,BACOLOD,PHILIPPINES
RPVC,CALBAYOG,CALBAYOG,PHILIPPINES
RPVD,DUMAGUETE,DUMAGUETE,PHILIPPINES
RPVF,NATIONAL,CATARMAN,PHILIPPINES
RPVI,ILOILO,ILOILO,PHILIPPINES
RPVJ,MASBATE,MASBATE,PHILIPPINES
RPVK,KALIBO,KALIBO,PHILIPPINES
RPVN,CEBU,CEBU,PHILIPPINES
RPVP,PUERTO PRINCESA,PUERTO PRINCESA,PHILIPPINES
RPVR,ROXAS,ROXAS,PHILIPPINES
RPVT,TAGBILARAN,TAGBILARAN,PHILIPPINES
RPWB,GEN SANTOS,GEN SANTOS,PHILIPPINES
RPWC,COTABATO,COTABATO,PHILIPPINES
S60,KENMORE AIR HARBOR,KENMORE,UNITED STATES
SAAR,ROSARIO,ROSARIO,ARGENTINA
SAAV,SAUCE VIEJO,SANTA FE,ARGENTINA
SABE,JORGE NEWBERY,BUENOS AIRES,ARGENTINA
SACO,CORDOBA,CORDOBA,ARGENTINA
SAEZ,EZEIZA INTL MINISTRO PIS,BUENOS AIRES,ARGENTINA
SAHR,GENERAL ROCA,GENERAL ROCA,ARGENTINA
SAME,EL PLUMERILLO,MENDOZA,ARGENTINA
SAMM,MALARGUE,MALARGUE,ARGENTINA
SAMR,SAN RAFAEL,SAN RAFAEL,ARGENTINA
SANC,CATAMARCA,CATAMARCA,ARGENTINA
SANE,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,ARGENTINA
SANL,CAPITAN V. ALMANDOS ALMONACID,LA RIOJA,ARGENTINA
SANT,BENJAMIN MATIENZO,TUCUMAN,ARGENTINA
SANU,SAN JUAN,SAN JUAN,ARGENTINA
SAO,SALAMO,SALAMO,PAPUA NEW GUINEA
SAOC,AREA DE MATERIAL,RIO CUARTO,ARGENTINA
SAOU,SAN LUIS,SAN LUIS,ARGENTINA
SARC,CORRIENTES,CORRIENTES,ARGENTINA
SARE,RESISTENCIA,RESISTENCIA,ARGENTINA
SARF,FORMOSA,FORMOSA,ARGENTINA
SARP,POSADAS,POSADAS,ARGENTINA
SASJ,GOBERNADOR HORACIO GUZMAN,JUJUY,ARGENTINA
SAVC,GEN.MOSCONI INTL APT,COMODORO RIVADAVIA,ARGENTINA
SAVE,ESQUEL,ESQUEL,ARGENTINA
SAVT,ALMIRANTE ZAR,TRELEW,ARGENTINA
SAVV,GOBERNADOR CASTELLO,VIEDMA,ARGENTINA
SAVY,EL TEHUELCHE,PUERTO MADRYN,ARGENTINA
SAWE,RIO GRANDE,RIO GRANDE,ARGENTINA
SAWG,BRIG GEN D ANTONIO PARODI,RIO GALLEGOS,ARGENTINA
SAWH,USHUAIA INTL,USHUAIA,ARGENTINA
SAZB,COMANDANTE ESPORA NAS,BAHIA BLANCA,ARGENTINA
SAZM,BRIG GEN D BARTOLOME DE LA CO*,MAR DEL PLATA,ARGENTINA
SAZN,NEUQUEN,NEUQUEN,ARGENTINA
SAZR,SANTA ROSA,SANTA ROSA,ARGENTINA
SAZS,S C DE BARILOCHE,S C DE BARILOCHE,ARGENTINA
SAZY,CHAPELCO,SAN MARTIN DE LOS ANDES,ARGENTINA
SBAA,CONCEICAO DO ARAGUAIA,CONCEICAO DO ARAGUAIA,BRAZIL
SBAR,SANTA MARIA,ARACAJU,BRAZIL
SBAT,ALTA FLORESTA,ALTA FLORESTA,BRAZIL
SBAU,ARACATUBA,ARACATUBA,BRAZIL
SBBE,VAL DE CAES,BELEM,BRAZIL
SBBH,PAMPULHA,BELO HORIZONTE,BRAZIL
SBBR,BRASILIA INTL,BRASILIA,BRAZIL
SBBU,BAURU,BAURU,BRAZIL
SBBV,BOA VISTA INTL,BOA VISTA,BRAZIL
SBBW,BARRA DO GARCAS,BARRA DO GARCAS,BRAZIL
SBCA,CASCAVEL,CASCAVEL,BRAZIL
SBCF,TANCREDO NEVES INTL,BELO HORIZONTE,BRAZIL
SBCG,CAMPO GRANDE INTL,CAMPO GRANDE,BRAZIL
SBCH,CHAPECO,CHAPECO,BRAZIL
SBCM,FORQUILHINHA,CRISCIUMA,BRAZIL
SBCP,BARTOLOMEU LISANDRO,CAMPOS,BRAZIL
SBCR,CORUMBA INTL,CORUMBA,BRAZIL
SBCT,AFONSO PENA,CURITIBA,BRAZIL
SBCX,CAMPO DOS BUGRES,CAXIAS DO SUL,BRAZIL
SBCY,MARECHAL RONDON,CUIABA,BRAZIL
SBCZ,CRUZEIRO DO SUL-INTL,CRUZEIRO DO SUL,BRAZIL
SBDN,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,BRAZIL
SBEG,EDUARDO GOMES INTL,MANAUS,BRAZIL
SBFC,FRANCA,FRANCA,BRAZIL
SBFL,HERCILIO LUZ INTL,FLORIANOPOLIS,BRAZIL
SBFN,FERNANDO DE NORONHA,FERNANDO DE NORONHA,BRAZIL
SBFZ,PINTO MARTINS,FORTALEZA,BRAZIL
SBGL,RIO DE JANEIRO/INTL-GALEAO,RIO DE JANEIRO,BRAZIL
SBGO,SANTA GENOVEVA,GOIANIA,BRAZIL
SBGR,SAO PAULO/INTL-GUARULHOS,SAO PAULO,BRAZIL
SBGS,PONTA GROSSA,PONTA GROSSA,BRAZIL
SBHT,ALTAMIRA,ALTAMIRA,BRAZIL
SBIH,ITAITUBA,ITAITUBA,BRAZIL
SBIL,ILHEUS,ILHEUS,BRAZIL
SBIP,USIMINAS,IPATINGA,BRAZIL
SBIZ,IMPERATRIZ,IMPERATRIZ,BRAZIL
SBJF,FRANCISCO DE ASSIS,JUIZ DE FORA,BRAZIL
SBJP,PRES CASTRO PINTO,JOAO PESSOA,BRAZIL
SBJV,JOINVILLE,JOINVILLE,BRAZIL
SBKG,JOAO SUASSUNA,CAMPINA GRANDE,BRAZIL
SBLJ,LAGES,LAGES,BRAZIL
SBLO,LONDRINA,LONDRINA,BRAZIL
SBMA,MARABA,MARABA,BRAZIL
SBMD,MONTE DOURADO,MONTE DOURADO,BRAZIL
SBMG,MARINGA,MARINGA,BRAZIL
SBMK,MONTES CLAROS,MONTES CLAROS,BRAZIL
SBML,MARILIA,MARILIA,BRAZIL
SBMO,CAMPO DOS PALMARES,MACEIO,BRAZIL
SBMQ,MACAPA INTL,MACAPA,BRAZIL
SBNF,NAVEGANTES-ITAJAI,NAVEGANTES,BRAZIL
SBNM,SANTO ANGELO,SANTO ANGELO,BRAZIL
SBNT,AUGUSTO SEVERO INTL,NATAL,BRAZIL
SBPA,SALGADO FILHO INTL,PORTO ALEGRE,BRAZIL
SBPF,LAURO KURTZ,PASSO FUNDO,BRAZIL
SBPK,PELOTAS,PELOTAS,BRAZIL
SBPL,PETROLINA,PETROLINA,BRAZIL
SBPN,PORTO NACIONAL,PORTO NACIONAL,BRAZIL
SBPP,PONTA PORA INTL,PONTA PORA,BRAZIL
SBPS,PORTO SEGURO,PORTO SEGURO,BRAZIL
SBPV,PORTO VELHO,PORTO VELHO,BRAZIL
SBQV,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,BRAZIL
SBRB,PRESIDENTE MEDICI,RIO BRANCO,BRAZIL
SBRF,GUARARAPES,RECIFE,BRAZIL
SBRG,RIO GRANDE,RIO GRANDE,BRAZIL
SBRJ,SANTOS DUMONT,RIO DE JANEIRO,BRAZIL
SBRP,LEITE LOPES,RIBEIRAO PRETO,BRAZIL
SBSJ,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,BRAZIL
SBSL,MARECHAL CUNHA MACHADO,SAO LUIS,BRAZIL
SBSM,SANTA MARIA,SANTA MARIA,BRAZIL
SBSN,SANTAREM INTL,SANTAREM,BRAZIL
SBSP,CONGONHAS INTL,SAO PAULO,BRAZIL
SBSR,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL
SBSV,DOIS DE JULHO,SALVADOR,BRAZIL
SBTE,TERESINA,TERESINA,BRAZIL
SBTF,TEFE,TEFE,BRAZIL
SBTL,TELEMACO BORBA,TELEMACO BORBA,BRAZIL
SBTT,TABATINGA INTL,TABATINGA,BRAZIL
SBTU,TUCURUI,TUCURUI,BRAZIL
SBUG,RUBEM BERTA INTL,URUGUAIANA,BRAZIL
SBUL,UBERLANDIA,UBERLANDIA,BRAZIL
SBUR,UBERABA,UBERABA,BRAZIL
SBVG,MAJ BRIGADEIRO TROMPOWSKY,VARGINHA,BRAZIL
SBVH,VILHENA,VILHENA,BRAZIL
SBVT,GOIABEIRAS,VITORIA,BRAZIL
SCAR,CHACALLUTA INTL,ARICA,CHILE
SCBA,BALMACEDA,BALMACEDA,CHILE
SCCF,EL LOA,CALAMA,CHILE
SCCH,GEN. BERNARDO O'HIGGINS,CHILLAN,CHILE
SCCI,CARLOS IBANEZ DEL CAMPO INTL,PUNTA ARENAS,CHILE
SCDA,DIEGO ARACENA INTL,IQUIQUE,CHILE
SCEL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE
SCES,EL SALVADOR BAJO,EL SALVADOR,CHILE
SCFA,CERRO MORENO INTL,ANTOFAGASTA,CHILE
SCGE,MARIA DOLORES,LOS ANGELES,CHILE
SCHA,CHAMONATE,COPIAPO,CHILE
SCIE,CARRIEL SUR INTL,CONCEPCION,CHILE
SCIP,(EASTER ISLAND) MATAVERI INTL,ISLA DE PASCUA,CHILE
SCJO,CANAL BAJO/CARLOS H SIEBERT,OSORNO,CHILE
SCM,SCAMMON BAY,SCAMMON BAY,UNITED STATES
SCSE,LA FLORIDA,LA SERENA,CHILE
SCTC,MAQUEHUE,TEMUCO,CHILE
SCTE,EL TEPUAL INTL,PUERTO MONTT,CHILE
SCVD,PICHOY,VALDIVIA,CHILE
SDCO,SOROCABA,SOROCABA,BRAZIL
SDP,SAND POINT,SAND POINT,UNITED STATES
SDR,SAIDOR,SAIDOR,PAPUA NEW GUINEA
SECU,MARISCAL LAMAR,CUENCA,ECUADOR
SEGU,SIMON BOLIVAR INTL,GUAYAQUIL,ECUADOR
SEMH,GENERAL SERRANO,MACHALA,ECUADOR
SEQU,MARISCAL SUCRE INTL,QUITO,ECUADOR
SEST,SAN CRISTOBAL,SAN CRISTOBAL,ECUADOR
SFA,SAFIA,SAFIA,PAPUA NEW GUINEA
SGAS,ASUNCION SILVIO PETTIROSSI INT,ASUNCION,PARAGUAY
SGPJ,PEDRO JUAN CABALLERO,PEDRO JUAN CABALLERO,PARAGUAY
SGY,SKAGWAY,SKAGWAY,UNITED STATES
SHG,SHUNGNAK,SHUNGNAK,UNITED STATES
SKAR,EL EDEN,ARMENIA,COLOMBIA
SKBG,PALONEGRO,BUCARAMANGA,COLOMBIA
SKBO,ELDORADO INTL,SANTAFE DE BOGOTA,COLOMBIA
SKBQ,ERNESTO CORTISSOZ,BARRANQUILLA,COLOMBIA
SKBS,JOSE CELESTINO MUTIS,BAHIA SOLANO,COLOMBIA
SKCC,CAMILO DAZA,CUCUTA,COLOMBIA
SKCD,MANDINGA,CONDOTO,COLOMBIA
SKCG,RAFAEL NUNEZ,CARTAGENA,COLOMBIA
SKCL,ALFONSO BONILLA ARAGON,CALI,COLOMBIA
SKCO,LA FLORIDA,TUMACO,COLOMBIA
SKCU,CAUCASIA,CAUCASIA,COLOMBIA
SKEB,EL BAGRE,EL BAGRE,COLOMBIA
SKEJ,YARIGUIES,BARRANCABERMEJA,COLOMBIA
SKGP,GUAPI,GUAPI,COLOMBIA
SKIG,CHIGORODO,CHIGORODO,COLOMBIA
SKIP,SAN LUIS,IPIALES,COLOMBIA
SKLT,ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA
SKMD,OLAYA HERRERA,MEDELLIN,COLOMBIA
SKMR,LOS GARZONES,MONTERIA,COLOMBIA
SKOC,AGUAS CLARAS,OCANA,COLOMBIA
SKOT,OTU,REMEDIOS,COLOMBIA
SKPC,PUERTO CARRENO,PUERTO CARRENO,COLOMBIA
SKPE,MATECANA,PEREIRA,COLOMBIA
SKPP,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA
SKPR,PUERTO BERRIO,PUERTO BERRIO,COLOMBIA
SKPS,ANTONIO NARINO,PASTO,COLOMBIA
SKPV,PROVIDENCIA,ISLA PROVIDENCIA,COLOMBIA
SKRG,JOSE MARIA CORDOVA,RIONEGRO,COLOMBIA
SKRH,ALMIRANTE PADILLA,RIOHACHA,COLOMBIA
SKSM,SIMON BOLIVAR,SANTA MARTA,COLOMBIA
SKSP,GUSTAVO ROJAS PINILLA,SAN ANDRES I,COLOMBIA
SKTU,GONZALO MEJIA,TURBO,COLOMBIA
SKUC,SANTIAGO PEREZ,ARAUCA,COLOMBIA
SKUI,EL CARANO,QUIBDO,COLOMBIA
SKVP,ALFONSO LOPEZ,VALLEDUPAR,COLOMBIA
SLCB,JORGE WILSTERMAN,COCHABAMBA,BOLIVIA
SLCO,COBIJA,COBIJA,BOLIVIA
SLET,EL TROMPILLO,SANTA CRUZ,BOLIVIA
SLGY,GUAYARAMERIN,GUAYARAMERIN,BOLIVIA
SLJO,SAN JOAQUIN,SAN JOAQUIN,BOLIVIA
SLLP,J F KENNEDY INTL,LA PAZ,BOLIVIA
SLMG,MAGDALENA,MAGDALENA,BOLIVIA
SLPO,CAP NICOLAS ROJAS,POTOSI,BOLIVIA
SLPS,SALVADOR OGAYA,PUERTO SUAREZ,BOLIVIA
SLQ,SLEETMUTE,SLEETMUTE,UNITED STATES
SLRI,RIBERALTA,RIBERALTA,BOLIVIA
SLSB,CAPITAN GERMAN QUIROGA GUARDI*,SAN BORJA,BOLIVIA
SLSU,JUANA AZURDUY DE PADILLA,SUCRE,BOLIVIA
SLTJ,CAPT ORIEL LEA PLAZA,TARIJA,BOLIVIA
SLTR,JORGE HENRICH ARAUZ,TRINIDAD,BOLIVIA
SLVR,VIRU VIRU INTL,SANTA CRUZ,BOLIVIA
SMJP,JOHAN A PENGEL,ZANDERY,SURINAME
SNBR,BARREIRAS,BARREIRAS,BRAZIL
SNDC,REDENCAO,REDENCAO,BRAZIL
SNGV,GOVERNADOR VALADARES,GOVERNADOR VALADARES,BRAZIL
SNLB,LIVRAMENTO DO BRUMADO,LIVRAMENTO DO BRUMADO,BRAZIL
SNQY,CARIRI,JUAZEIRO DO NORTE,BRAZIL
SOCA,ROCHAMBEAU,CAYENNE,FRENCH GUIANA
SPBB,MOYOBAMBA,MOYOBAMBA,PERU
SPBL,HUALLAGA,BELLAVISTA,PERU
SPCL,PUCALLPA,PUCALLPA,PERU
SPEO,TENIENTE JAIME A DE MONTREUIL*,CHIMBOTE,PERU
SPGM,TINGO MARIA,TINGO MARIA,PERU
SPHI,JOSE ABELARDO QUINONES GONZALE,CHICLAYO,PERU
SPHO,CORONEL ALFREDO MENDIVILDUARTE,AYACUCHO,PERU
SPIM,JORGE CHAVEZ INTL,LIMA-CALLAO,PERU
SPJA,RIOJA,RIOJA,PERU
SPJI,JUANJUI,JUANJUI,PERU
SPJL,JULIACA,JULIACA,PERU
SPJR,GEN ARMANDO REVOREDO IGLESIAS,CAJAMARCA,PERU
SPME,PEDRO CANGA,TUMBES,PERU
SPNC,ALFEREZ DAVID FIGUEROA FERNAN*,HUANUCO,PERU
SPPY,CHACHAPOYAS,CHACHAPOYAS,PERU
SPQT,COL FRANCISCO SECADA VIGNETTA,IQUITOS,PERU
SPQU,RODRIGUEZ BALLON,AREQUIPA,PERU
SPRU,CAP CARLOS MARTINEZ DE PINILL*,TRUJILLO,PERU
SPST,CDTE.GUILLERMO D CASTILLO PAR.,TARAPOTO,PERU
SPTN,COL CARLOS CIRIANI SANTA ROSA,TACNA,PERU
SPTU,PADRE ALDAMIZ,PUERTO MALDONADO,PERU
SPUR,CAPT GUILLERMO CONCHA IBERICO,PIURA,PERU
SPZO,VELAZCO ASTETE,CUZCO,PERU
SSBL,BLUMENAU,BLUMENAU,BRAZIL
SSCK,CONCORDIA,CONCORDIA,BRAZIL
SSDO,DOURADOS,DOURADOS,BRAZIL
SSER,ERECHIM,ERECHIM,BRAZIL
SSFB,FRANCISCO BELTRAO,FRANCISCO BELTRAO,BRAZIL
SSJA,JOACABA,JOACABA,BRAZIL
SSPB,PATO BRANCO,PATO BRANCO,BRAZIL
SSUW,GUARAPUAVA,GUARAPUAVA,BRAZIL
SSZR,SANTA ROSA,SANTA ROSA,BRAZIL
SULS,CAPITAN CURBELO AB,MALDONADO,URUGUAY
SUMU,CARRASCO INTL,MONTEVIDEO,URUGUAY
SVA,SAVOONGA,SAVOONGA,UNITED STATES
SVBC,GEN. JOSE ANTONIO ANZOATEGUI,BARCELONA,VENEZUELA
SVBM,BARQUISIMETO,BARQUISIMETO,VENEZUELA
SVCB,CIUDAD BOLIVAR,CIUDAD BOLIVAR,VENEZUELA
SVCN,CANAIMA,CANAIMA,VENEZUELA
SVCR,JOSE L CHIRINOS INTL,CORO,VENEZUELA
SVCU,ANTONIO JOSE DE SUCRE,CUMANA,VENEZUELA
SVMC,LA CHINITA INTL,MARACAIBO,VENEZUELA
SVMD,ALBERTO CARNEVALLI,MERIDA,VENEZUELA
SVMG,DEL CARIBE INTL GEN SANT/MARI*,MARGARITA,VENEZUELA
SVMI,SIMON BOLIVAR INTL,MAIQUETIA,VENEZUELA
SVMT,MATURIN,MATURIN,VENEZUELA
SVPA,PUERTO AYACUCHO,PUERTO AYACUCHO,VENEZUELA
SVSE,SANTA ELENA DE UAIREN,SANTA ELENA DE UAIREN,VENEZUELA
SVSO,MAYOR BUENAVENTURA VIVAS INTL*,SANTO DOMINGO,VENEZUELA
SVSR,SAN FERNANDO DE APURE,SAN FERNANDO DE APURE,VENEZUELA
SVST,SAN TOME,SAN TOME,VENEZUELA
SVVA,ARTURO MICHELENA INTL,VALENCIA,VENEZUELA
SWD,SEWARD,SEWARD,UNITED STATES
SWFX,SAO FELIX DO ARAGUAIA,SAO FELIX DO ARAGUAIA,BRAZIL
SWGI,GURUPI,GURUPI,BRAZIL
SWGN,ARAGUAINA,ARAGUAINA,BRAZIL
SWJI,JI-PARANA,JI-PARANA,BRAZIL
SWJN,JUINA,JUINA,BRAZIL
SWNQ,NIQUELANDIA,NIQUELANDIA,BRAZIL
SWPJ,PALMAS,PALMAS,BRAZIL
SWRD,RONDONOPOLIS,RONDONOPOLIS,BRAZIL
SWSI,SINOP,SINOP,BRAZIL
SYTM,TIMEHRI INTL,GEORGETOWN,GUYANA
TAPA,V.C.BIRD INTL,ST JOHNS,ANTIGUA AND BARBUDA
TBL,TABUBIL,TABUBIL,PAPUA NEW GUINEA
TBPB,GRANTLEY ADAMS INTL,BARBADOS I,BARBADOS
TFFF,LE LAMENTIN,FT DE FRANCE,GUADELOUPE
TFFM,MARIE GALANTE,GRAND-BOURG,GUADELOUPE
TFFR,LE RAIZET,POINTE-A-PITRE,GUADELOUPE
TGPY,POINT SALINES INTL,ST GEORGES,GRENADA
TIST,(CHARLOTTE AMALIE) KING,ST THOMAS I,VIRGIN ISLANDS (US)
TISX,HAMILTON,ST CROIX I,VIRGIN ISLANDS (US)
TJBQ,RAFAEL HERNANDEZ,AGUADILLA,PUERTO RICO
TJFA,DIEGO JIMENEZ TORRES,FAJARDO,PUERTO RICO
TJIG,FERNANDO LUIS RIBAS DOMINICCI,SAN JUAN,PUERTO RICO
TJMZ,EUGENIO MARIA DE HOSTOS,MAYAGUEZ,PUERTO RICO
TJPS,MERCEDITA,PONCE,PUERTO RICO
TJSJ,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO
TKPK,GOLDEN ROCK INTL,ST KITTS I.,SAINT KITTS AND NEVIS
TLPC,VIGIE,CASTRIES,SAINT LUCIA
TLPL,HEWANORRA INTL,ST LUCIA,SAINT LUCIA
TNCA,BEATRIX INTL,ARUBA I,NETHERLANDS ANTILLES
TNCB,FLAMINGO,BONAIRE I,NETHERLANDS ANTILLES
TNCC,AEROPUERTO HATO,CURACAO I,NETHERLANDS ANTILLES
TNCE,ROOSEVELT,ST EUSTATIUS I,NETHERLANDS ANTILLES
TNCM,PRINCESS JULIANA INTL,ST MAARTEN I,NETHERLANDS ANTILLES
TOG,TOGIAK,TOGIAK VILLAGE,UNITED STATES
TQPF,WALLBLAKE,ANGUILLA I.,ANGUILLA
TTCP,CROWN POINT,TOBAGO,TRINIDAD AND TOBAGO
TTPP,PIARCO INTL,PORT OF SPAIN,TRINIDAD AND TOBAGO
TUPJ,BEEF I. INTL,BEEF I.,VIRGIN ISLANDS (BRITISH)
TVSV,E T JOSHUA,ST VINCENT,SAINT VINCENT AND THE GRENADINES
UAAA,ALMATY,ALMATY,KAZAKSTAN
UACC,Nursultan Nazarbayev Intl Airport,,KAZAKSTAN
UAFM,MANAS,BISHKEK,KAZAKSTAN
UAFO,OSH,OSH,KAZAKSTAN
UARR,Uralsk,Uralsk,KAZAKSTAN
UATE,Shevchenko,Aktau,KAZAKSTAN
UATG,ATYRAU,,KAZAKSTAN
UATT,AKTYUBINSK,AKTYUBINSK,KAZAKSTAN
UBAK,BAKU,,AZERBAIJAN
UBBB,Baku,,AZERBAIJAN
UBBG, Ganja,,AZERBAIJAN
UBBG,GYANDZHA,,AZERBAIJAN
UBBN, Nakhchivan,,AZERBAIJAN
UDSG,Gyumrix,Shirak,ARMENIA
UDYZ,YEREVAN,Zvartnots,ARMENIA
UEEE,YAKUTSK,YAKUTSK,RUSSIA
UGB,UGASHIK BAY,PILOT POINT,UNITED STATES
UGGG,TBILISI,,GEORGIA
UGSB,BATUMI,,GEORGIA
UGSS,SUKHUMI/BABUSHARA,,GEORGIA
UHHH,KHABAROVSK NOVY,KHABAROVSK,RUSSIA
UHMA,UGOLNY,ANADYR,RUSSIA
UHMM,SOKOL,MAGADAN,RUSSIA
UHPP,YELIZOVO,PETROPAVLOVSK-KAMCHATSKY,RUSSIA
